,IdU,NombreU,PasswordU,FotoU,EstadoU
80,U00000081,javier.quiroga@educacion.edu.ec,9771*1414,https://www.mcb.edu.ec/javier_quiroga.png,Inactivo
81,U00000082,jhon.cruz@educacion.edu.ec,3271*694,https://www.mcb.edu.ec/jhon_cruz.png,Inactivo
82,U00000083,nayibe.mercado@educacion.edu.ec,3464*6397,https://www.mcb.edu.ec/nayibe_mercado.png,Activo
83,U00000084,antonio_lópez@educacion.edu.ec,7454*1009,https://www.mcb.edu.ec/antonio_lópez.png,Inactivo
84,U00000085,nelson.hernández@educacion.edu.ec,1640*3746,https://www.mcb.edu.ec/nelson_hernández.png,Inactivo
85,U00000086,marina_burbano@educacion.edu.ec,1293*9218,https://www.mcb.edu.ec/marina_burbano.png,Inactivo
86,U00000087,jesús_martínez@educacion.edu.ec,5655*8975,https://www.mcb.edu.ec/jesús_martínez.png,Inactivo
87,U00000088,javier.hurtado@educacion.edu.ec,4407*4704,https://www.mcb.edu.ec/javier_hurtado.png,Inactivo
88,U00000089,yury.garcía@educacion.edu.ec,1972*2068,https://www.mcb.edu.ec/yury_garcía.png,Activo
89,U00000090,sofía_salgado@educacion.edu.ec,3640*8042,https://www.mcb.edu.ec/sofía_salgado.png,Activo
90,U00000091,esther_becerra@educacion.edu.ec,2621*2023,https://www.mcb.edu.ec/esther_becerra.png,Activo
91,U00000092,ángel_cano@educacion.edu.ec,8090*9091,https://www.mcb.edu.ec/ángel_cano.png,Activo
92,U00000093,carlos.lópez@educacion.edu.ec,8747*2752,https://www.mcb.edu.ec/carlos_lópez.png,Activo
93,U00000094,nelcy_vargas@educacion.edu.ec,1303*9211,https://www.mcb.edu.ec/nelcy_vargas.png,Inactivo
94,U00000095,elvia.molina@educacion.edu.ec,7294*4888,https://www.mcb.edu.ec/elvia_molina.png,Activo
95,U00000096,emilia.moreno@educacion.edu.ec,913*7495,https://www.mcb.edu.ec/emilia_moreno.png,Inactivo
96,U00000097,rafael_martínez@educacion.edu.ec,7858*4711,https://www.mcb.edu.ec/rafael_martínez.png,Inactivo
97,U00000098,james_vargas@educacion.edu.ec,437*9425,https://www.mcb.edu.ec/james_vargas.png,Activo
98,U00000099,nelson.pulido@educacion.edu.ec,4293*9647,https://www.mcb.edu.ec/nelson_pulido.png,Inactivo
99,U00000100,alexander.martínez@educacion.edu.ec,1437*2956,https://www.mcb.edu.ec/alexander_martínez.png,Inactivo
100,U00000101,fredy_cabrera@educacion.edu.ec,3391*18,https://www.mcb.edu.ec/fredy_cabrera.png,Inactivo
101,U00000102,adela.salazar@educacion.edu.ec,7033*3673,https://www.mcb.edu.ec/adela_salazar.png,Inactivo
102,U00000103,maría_carvajal@educacion.edu.ec,2077*6182,https://www.mcb.edu.ec/maría_carvajal.png,Activo
103,U00000104,erika.andrade@educacion.edu.ec,6177*9588,https://www.mcb.edu.ec/erika_andrade.png,Inactivo
104,U00000105,oswaldo_moreno@educacion.edu.ec,5414*3845,https://www.mcb.edu.ec/oswaldo_moreno.png,Inactivo
105,U00000106,eduardo_acosta@educacion.edu.ec,6081*7101,https://www.mcb.edu.ec/eduardo_acosta.png,Activo
106,U00000107,josé_lópez@educacion.edu.ec,7956*3261,https://www.mcb.edu.ec/josé_lópez.png,Activo
107,U00000108,alicia.acosta@educacion.edu.ec,3372*6564,https://www.mcb.edu.ec/alicia_acosta.png,Activo
108,U00000109,luis_patiño@educacion.edu.ec,8777*3252,https://www.mcb.edu.ec/luis_patiño.png,Inactivo
109,U00000110,hernán.pineda@educacion.edu.ec,7384*4409,https://www.mcb.edu.ec/hernán_pineda.png,Inactivo
110,U00000111,andrés_marín@educacion.edu.ec,1713*872,https://www.mcb.edu.ec/andrés_marín.png,Inactivo
111,U00000112,camilo_barbosa@educacion.edu.ec,8498*5730,https://www.mcb.edu.ec/camilo_barbosa.png,Inactivo
112,U00000113,laura_silva@educacion.edu.ec,3821*3498,https://www.mcb.edu.ec/laura_silva.png,Inactivo
113,U00000114,víctor_bastidas@educacion.edu.ec,683*6296,https://www.mcb.edu.ec/víctor_bastidas.png,Activo
114,U00000115,luz.flórez@educacion.edu.ec,7020*9682,https://www.mcb.edu.ec/luz_flórez.png,Activo
115,U00000116,yohana_montenegro@educacion.edu.ec,5590*6569,https://www.mcb.edu.ec/yohana_montenegro.png,Activo
116,U00000117,tatiana.rodríguez@educacion.edu.ec,2051*7993,https://www.mcb.edu.ec/tatiana_rodríguez.png,Inactivo
117,U00000118,luis.álvarez@educacion.edu.ec,7980*5320,https://www.mcb.edu.ec/luis_álvarez.png,Inactivo
118,U00000119,luis.castro@educacion.edu.ec,4224*1354,https://www.mcb.edu.ec/luis_castro.png,Inactivo
119,U00000120,josé.correa@educacion.edu.ec,5363*1323,https://www.mcb.edu.ec/josé_correa.png,Inactivo
120,U00000121,blanca_parra@educacion.edu.ec,7844*4159,https://www.mcb.edu.ec/blanca_parra.png,Inactivo
121,U00000122,patricia_murillo@educacion.edu.ec,3845*3791,https://www.mcb.edu.ec/patricia_murillo.png,Activo
122,U00000123,jaime_gutiérrez@educacion.edu.ec,3241*1639,https://www.mcb.edu.ec/jaime_gutiérrez.png,Activo
123,U00000124,francisco_giraldo@educacion.edu.ec,4453*295,https://www.mcb.edu.ec/francisco_giraldo.png,Inactivo
124,U00000125,michel_gómez@educacion.edu.ec,1253*9012,https://www.mcb.edu.ec/michel_gómez.png,Inactivo
125,U00000126,jairo.luna@educacion.edu.ec,2084*7200,https://www.mcb.edu.ec/jairo_luna.png,Inactivo
126,U00000127,carlos_flórez@educacion.edu.ec,2925*8125,https://www.mcb.edu.ec/carlos_flórez.png,Activo
127,U00000128,juan_torres@educacion.edu.ec,7878*6912,https://www.mcb.edu.ec/juan_torres.png,Activo
128,U00000129,javier.ortega@educacion.edu.ec,8280*8483,https://www.mcb.edu.ec/javier_ortega.png,Activo
129,U00000130,natalia.lópez@educacion.edu.ec,9736*7889,https://www.mcb.edu.ec/natalia_lópez.png,Inactivo
130,U00000131,alejandra.castillo@educacion.edu.ec,6907*7159,https://www.mcb.edu.ec/alejandra_castillo.png,Activo
131,U00000132,yeison_quintero@educacion.edu.ec,249*1631,https://www.mcb.edu.ec/yeison_quintero.png,Activo
132,U00000133,josé_morales@educacion.edu.ec,7813*4258,https://www.mcb.edu.ec/josé_morales.png,Activo
133,U00000134,julián_díaz@educacion.edu.ec,2514*5932,https://www.mcb.edu.ec/julián_díaz.png,Activo
134,U00000135,azucena_gómez@educacion.edu.ec,9175*6287,https://www.mcb.edu.ec/azucena_gómez.png,Activo
135,U00000136,carlos_castaño@educacion.edu.ec,5348*4134,https://www.mcb.edu.ec/carlos_castaño.png,Activo
136,U00000137,pilar_moreno@educacion.edu.ec,5644*8631,https://www.mcb.edu.ec/pilar_moreno.png,Activo
137,U00000138,josé_arias@educacion.edu.ec,8639*9573,https://www.mcb.edu.ec/josé_arias.png,Inactivo
138,U00000139,santiago_pérez@educacion.edu.ec,5592*3971,https://www.mcb.edu.ec/santiago_pérez.png,Activo
139,U00000140,rafael_medina@educacion.edu.ec,5782*6341,https://www.mcb.edu.ec/rafael_medina.png,Inactivo
140,U00000141,josé_muñoz@educacion.edu.ec,5798*7082,https://www.mcb.edu.ec/josé_muñoz.png,Activo
141,U00000142,rosario.bernal@educacion.edu.ec,9166*8406,https://www.mcb.edu.ec/rosario_bernal.png,Activo
142,U00000143,fernando_aguirre@educacion.edu.ec,2768*1829,https://www.mcb.edu.ec/fernando_aguirre.png,Inactivo
143,U00000144,iván_suárez@educacion.edu.ec,1076*4471,https://www.mcb.edu.ec/iván_suárez.png,Activo
144,U00000145,maría_arias@educacion.edu.ec,2037*6054,https://www.mcb.edu.ec/maría_arias.png,Inactivo
145,U00000146,edwin_gonzález@educacion.edu.ec,8052*8412,https://www.mcb.edu.ec/edwin_gonzález.png,Inactivo
146,U00000147,pedro_ramírez@educacion.edu.ec,9364*7378,https://www.mcb.edu.ec/pedro_ramírez.png,Activo
147,U00000148,amparo.rojas@educacion.edu.ec,8231*1271,https://www.mcb.edu.ec/amparo_rojas.png,Activo
148,U00000149,iván.rodríguez@educacion.edu.ec,9044*744,https://www.mcb.edu.ec/iván_rodríguez.png,Inactivo
149,U00000150,danilo_domínguez@educacion.edu.ec,6026*1359,https://www.mcb.edu.ec/danilo_domínguez.png,Inactivo
150,U00000151,lina_narváez@educacion.edu.ec,1335*3508,https://www.mcb.edu.ec/lina_narváez.png,Activo
151,U00000152,león_gonzález@educacion.edu.ec,867*1422,https://www.mcb.edu.ec/león_gonzález.png,Inactivo
152,U00000153,mauricio.pérez@educacion.edu.ec,56*2366,https://www.mcb.edu.ec/mauricio_pérez.png,Inactivo
153,U00000154,yuliana.ortega@educacion.edu.ec,516*5641,https://www.mcb.edu.ec/yuliana_ortega.png,Activo
154,U00000155,martha.cardona@educacion.edu.ec,2447*5750,https://www.mcb.edu.ec/martha_cardona.png,Inactivo
155,U00000156,ever_carvajal@educacion.edu.ec,1882*3268,https://www.mcb.edu.ec/ever_carvajal.png,Inactivo
156,U00000157,luis.melo@educacion.edu.ec,1212*9598,https://www.mcb.edu.ec/luis_melo.png,Inactivo
157,U00000158,xiomara.molina@educacion.edu.ec,7400*4697,https://www.mcb.edu.ec/xiomara_molina.png,Activo
158,U00000159,felix_manrique@educacion.edu.ec,2404*4763,https://www.mcb.edu.ec/felix_manrique.png,Activo
159,U00000160,magnolia_alfonso@educacion.edu.ec,4457*7009,https://www.mcb.edu.ec/magnolia_alfonso.png,Inactivo
160,U00000161,dario_monroy@educacion.edu.ec,9024*3609,https://www.mcb.edu.ec/dario_monroy.png,Activo
161,U00000162,lorena_murillo@educacion.edu.ec,7336*3036,https://www.mcb.edu.ec/lorena_murillo.png,Activo
162,U00000163,tatiana.acosta@educacion.edu.ec,2904*2778,https://www.mcb.edu.ec/tatiana_acosta.png,Activo
163,U00000164,francisco_sánchez@educacion.edu.ec,9922*7052,https://www.mcb.edu.ec/francisco_sánchez.png,Inactivo
164,U00000165,isabel_bautista@educacion.edu.ec,6766*9221,https://www.mcb.edu.ec/isabel_bautista.png,Inactivo
165,U00000166,nel.olaya@educacion.edu.ec,3353*349,https://www.mcb.edu.ec/nel_olaya.png,Inactivo
166,U00000167,lorena.contreras@educacion.edu.ec,8805*7476,https://www.mcb.edu.ec/lorena_contreras.png,Inactivo
167,U00000168,jefferson.restrepo@educacion.edu.ec,6071*7660,https://www.mcb.edu.ec/jefferson_restrepo.png,Inactivo
168,U00000169,santiago_beltrán@educacion.edu.ec,6116*3708,https://www.mcb.edu.ec/santiago_beltrán.png,Inactivo
169,U00000170,horacio.peña@educacion.edu.ec,4632*5957,https://www.mcb.edu.ec/horacio_peña.png,Inactivo
170,U00000171,elena.saavedra@educacion.edu.ec,9957*4032,https://www.mcb.edu.ec/elena_saavedra.png,Inactivo
171,U00000172,antonio.calderón@educacion.edu.ec,7542*1238,https://www.mcb.edu.ec/antonio_calderón.png,Activo
172,U00000173,agustín.silva@educacion.edu.ec,3263*5878,https://www.mcb.edu.ec/agustín_silva.png,Activo
173,U00000174,catalina_trujillo@educacion.edu.ec,3355*6734,https://www.mcb.edu.ec/catalina_trujillo.png,Inactivo
174,U00000175,jhon.herrera@educacion.edu.ec,2821*4337,https://www.mcb.edu.ec/jhon_herrera.png,Activo
175,U00000176,clara.castro@educacion.edu.ec,4007*7421,https://www.mcb.edu.ec/clara_castro.png,Inactivo
176,U00000177,felipe_jiménez@educacion.edu.ec,9797*3280,https://www.mcb.edu.ec/felipe_jiménez.png,Inactivo
177,U00000178,javier.sanabria@educacion.edu.ec,3467*9070,https://www.mcb.edu.ec/javier_sanabria.png,Inactivo
178,U00000179,óscar_burbano@educacion.edu.ec,4121*4693,https://www.mcb.edu.ec/óscar_burbano.png,Activo
179,U00000180,omar.martínez@educacion.edu.ec,31*4259,https://www.mcb.edu.ec/omar_martínez.png,Activo
180,U00000181,andrea.vergara@educacion.edu.ec,6943*4503,https://www.mcb.edu.ec/andrea_vergara.png,Activo
181,U00000182,patricia_pérez@educacion.edu.ec,4564*6019,https://www.mcb.edu.ec/patricia_pérez.png,Inactivo
182,U00000183,anderson.villamizar@educacion.edu.ec,9347*8630,https://www.mcb.edu.ec/anderson_villamizar.png,Inactivo
183,U00000184,maría_beltrán@educacion.edu.ec,9617*5194,https://www.mcb.edu.ec/maría_beltrán.png,Activo
184,U00000185,flor_muñoz@educacion.edu.ec,4144*8265,https://www.mcb.edu.ec/flor_muñoz.png,Inactivo
185,U00000186,patricia_ocampo@educacion.edu.ec,2486*1702,https://www.mcb.edu.ec/patricia_ocampo.png,Inactivo
186,U00000187,diego_garcía@educacion.edu.ec,4501*2075,https://www.mcb.edu.ec/diego_garcía.png,Activo
187,U00000188,santiago.rodríguez@educacion.edu.ec,1894*6990,https://www.mcb.edu.ec/santiago_rodríguez.png,Activo
188,U00000189,efrain.suárez@educacion.edu.ec,4572*3438,https://www.mcb.edu.ec/efrain_suárez.png,Inactivo
189,U00000190,hernán.rojas@educacion.edu.ec,2932*2570,https://www.mcb.edu.ec/hernán_rojas.png,Activo
190,U00000191,josé.cortés@educacion.edu.ec,2406*542,https://www.mcb.edu.ec/josé_cortés.png,Inactivo
191,U00000192,josé.escobar@educacion.edu.ec,361*23,https://www.mcb.edu.ec/josé_escobar.png,Activo
192,U00000193,josé.puentes@educacion.edu.ec,4141*6067,https://www.mcb.edu.ec/josé_puentes.png,Inactivo
193,U00000194,víctor.delgado@educacion.edu.ec,8701*8121,https://www.mcb.edu.ec/víctor_delgado.png,Inactivo
194,U00000195,derly_figueroa@educacion.edu.ec,5326*2241,https://www.mcb.edu.ec/derly_figueroa.png,Activo
195,U00000196,jhon_garzón@educacion.edu.ec,8991*3732,https://www.mcb.edu.ec/jhon_garzón.png,Inactivo
196,U00000197,gildardo.castro@educacion.edu.ec,3209*8249,https://www.mcb.edu.ec/gildardo_castro.png,Activo
197,U00000198,álvaro.cardona@educacion.edu.ec,7306*3184,https://www.mcb.edu.ec/álvaro_cardona.png,Inactivo
198,U00000199,juliana.angulo@educacion.edu.ec,1549*9501,https://www.mcb.edu.ec/juliana_angulo.png,Inactivo
199,U00000200,gabriel_caro@educacion.edu.ec,3746*8056,https://www.mcb.edu.ec/gabriel_caro.png,Activo
200,U00000201,sandra.cárdenas@educacion.edu.ec,3705*5006,https://www.mcb.edu.ec/sandra_cárdenas.png,Activo
201,U00000202,fernando.lópez@educacion.edu.ec,2083*8487,https://www.mcb.edu.ec/fernando_lópez.png,Activo
202,U00000203,patricia_ramírez@educacion.edu.ec,3755*5540,https://www.mcb.edu.ec/patricia_ramírez.png,Inactivo
203,U00000204,miguel.medina@educacion.edu.ec,7733*3561,https://www.mcb.edu.ec/miguel_medina.png,Activo
204,U00000205,wendy_santos@educacion.edu.ec,9128*5343,https://www.mcb.edu.ec/wendy_santos.png,Inactivo
205,U00000206,aida_triana@educacion.edu.ec,7962*4652,https://www.mcb.edu.ec/aida_triana.png,Inactivo
206,U00000207,edith.salas@educacion.edu.ec,1885*3612,https://www.mcb.edu.ec/edith_salas.png,Inactivo
207,U00000208,harold.martínez@educacion.edu.ec,6300*3168,https://www.mcb.edu.ec/harold_martínez.png,Activo
208,U00000209,socorro_blanco@educacion.edu.ec,257*317,https://www.mcb.edu.ec/socorro_blanco.png,Activo
209,U00000210,carlos.carvajal@educacion.edu.ec,1969*8108,https://www.mcb.edu.ec/carlos_carvajal.png,Activo
210,U00000211,yolanda_roa@educacion.edu.ec,5471*6191,https://www.mcb.edu.ec/yolanda_roa.png,Activo
211,U00000212,stella.rojas@educacion.edu.ec,8209*110,https://www.mcb.edu.ec/stella_rojas.png,Inactivo
212,U00000213,julio.acevedo@educacion.edu.ec,2119*6714,https://www.mcb.edu.ec/julio_acevedo.png,Activo
213,U00000214,smith_osorio@educacion.edu.ec,6626*3536,https://www.mcb.edu.ec/smith_osorio.png,Inactivo
214,U00000215,silvia_oviedo@educacion.edu.ec,8793*9728,https://www.mcb.edu.ec/silvia_oviedo.png,Inactivo
215,U00000216,jhon_cruz@educacion.edu.ec,3833*1809,https://www.mcb.edu.ec/jhon_cruz.png,Activo
216,U00000217,blanca_rodríguez@educacion.edu.ec,5252*5039,https://www.mcb.edu.ec/blanca_rodríguez.png,Inactivo
217,U00000218,verónica_niño@educacion.edu.ec,1017*3877,https://www.mcb.edu.ec/verónica_niño.png,Inactivo
218,U00000219,víctor_martínez@educacion.edu.ec,5692*9422,https://www.mcb.edu.ec/víctor_martínez.png,Activo
219,U00000220,adolfo.rodríguez@educacion.edu.ec,4031*9532,https://www.mcb.edu.ec/adolfo_rodríguez.png,Inactivo
220,U00000221,tulia.rivera@educacion.edu.ec,8794*3321,https://www.mcb.edu.ec/tulia_rivera.png,Inactivo
221,U00000222,carlos_vega@educacion.edu.ec,4934*433,https://www.mcb.edu.ec/carlos_vega.png,Activo
222,U00000223,paula.paz@educacion.edu.ec,8574*4851,https://www.mcb.edu.ec/paula_paz.png,Inactivo
223,U00000224,josé.díaz@educacion.edu.ec,2121*300,https://www.mcb.edu.ec/josé_díaz.png,Activo
224,U00000225,luis.cortés@educacion.edu.ec,2042*2341,https://www.mcb.edu.ec/luis_cortés.png,Inactivo
225,U00000226,yulieth_bejarano@educacion.edu.ec,1459*5493,https://www.mcb.edu.ec/yulieth_bejarano.png,Inactivo
226,U00000227,anderson_jaimes@educacion.edu.ec,3951*4793,https://www.mcb.edu.ec/anderson_jaimes.png,Inactivo
227,U00000228,manuel_rojas@educacion.edu.ec,9446*2751,https://www.mcb.edu.ec/manuel_rojas.png,Activo
228,U00000229,karen_cárdenas@educacion.edu.ec,4133*2431,https://www.mcb.edu.ec/karen_cárdenas.png,Activo
229,U00000230,smith.ramírez@educacion.edu.ec,7512*2601,https://www.mcb.edu.ec/smith_ramírez.png,Activo
230,U00000231,william_quiroz@educacion.edu.ec,1194*8040,https://www.mcb.edu.ec/william_quiroz.png,Inactivo
231,U00000232,maría_vera@educacion.edu.ec,4658*9622,https://www.mcb.edu.ec/maría_vera.png,Inactivo
232,U00000233,maría_rodríguez@educacion.edu.ec,8659*1941,https://www.mcb.edu.ec/maría_rodríguez.png,Activo
